-4.18641e-008,3.31249e-006
2.38419e-007,2.38419e-006
7.38993e-007,3.14173e-006
9.63504e-007,2.19382e-006
1.94225e-006,3.02413e-006
1.34864e-006,2.26187e-006
2.40237e-006,1.30655e-006
2.24454e-006,1.77811e-006
2.41794e-006,1.03132e-006
3.22975e-006,8.61396e-007
3.30609e-006,4.63288e-007
2.98023e-006,4.76839e-007
3.15452e-006,1.03851e-007
3.02142e-006,-7.31028e-007
2.76567e-006,-8.7401e-007
2.56852e-006,-1.12938e-006
2.10734e-006,-1.43299e-006
1.64663e-006,-2.26639e-006
1.82794e-006,-2.01204e-006
1.64724e-006,-2.75506e-006
1.58768e-006,-2.40383e-006
8.34466e-007,-2.98023e-006
6.4941e-007,-2.75815e-006
-2.46416e-007,-2.30147e-006
-6.04424e-007,-2.36786e-006
-1.32679e-006,-2.13039e-006
-6.53276e-007,-2.04412e-006
-1.65665e-006,-3.56359e-007
-1.8713e-006,-1.05382e-006
-1.25285e-006,-1.15914e-006
-2.1007e-006,-4.53413e-007
-2.38419e-006,4.46466e-013
-2.74535e-006,1.93432e-007
-1.53342e-006,8.74271e-007
-1.96095e-006,1.53432e-006
-1.19725e-006,1.90131e-006
-1.56997e-006,2.24432e-006
-9.45939e-007,1.30197e-006
-5.2426e-007,2.34182e-006
-8.71411e-007,1.91038e-006
2.04758e-008,2.53784e-006
5.96044e-007,2.26498e-006
1.37084e-006,2.55887e-006
8.86964e-007,2.34403e-006
2.0955e-006,2.14329e-006
2.30175e-006,2.30615e-006
2.31808e-006,2.0652e-006
1.93751e-006,1.18666e-006
3.34885e-006,1.30495e-006
2.57221e-006,1.14912e-006
2.93568e-006,7.06358e-007
3.63588e-006,1.78815e-007
2.62121e-006,-5.96201e-007
2.85565e-006,-1.24122e-006
3.37591e-006,-1.25184e-006
2.46342e-006,-1.27405e-006
2.31808e-006,-2.23378e-006
2.58468e-006,-1.73221e-006
1.88205e-006,-2.11825e-006
1.17747e-006,-2.563e-006
1.27175e-006,-2.69526e-006
8.9407e-007,-2.74181e-006
1.19571e-007,-2.67423e-006
-9.42223e-007,-2.51409e-006
-9.93759e-007,-2.7381e-006
-6.12527e-007,-2.05994e-006
-1.62265e-006,-1.62266e-006
-1.21005e-006,-1.17386e-006
-2.89439e-006,-1.47477e-006
-1.11962e-006,-9.90506e-007
-2.5192e-006,-9.72662e-008
-2.5034e-006,-5.96032e-008
-3.00881e-006,5.41116e-008
-2.3291e-006,1.61387e-007
-1.86182e-006,5.47267e-007
-1.95483e-006,7.57192e-007
-1.72802e-006,1.64373e-006
-7.61713e-007,1.65684e-006
-1.02828e-006,2.01811e-006
-3.65513e-007,1.51071e-006
-5.71157e-007,2.08205e-006
-1.19207e-007,2.32458e-006
1.73806e-006,2.59123e-006
1.28235e-006,2.40358e-006
1.69061e-006,1.47995e-006
2.19025e-006,1.79776e-006
2.40237e-006,1.72802e-006
2.41933e-006,7.26298e-007
3.41106e-006,1.32523e-007
3.09509e-006,5.04287e-007
3.39586e-006,6.58547e-007
2.74181e-006,-1.78809e-007
3.54623e-006,-4.71147e-007
3.42887e-006,-1.02009e-006
2.53566e-006,-1.32543e-006
2.80588e-006,-2.62799e-006
2.44452e-006,-2.27593e-006
2.06744e-006,-2.03433e-006
1.88003e-006,-1.8517e-006
9.63506e-007,-2.19382e-006
8.43934e-007,-2.28024e-006
4.76841e-007,-2.80142e-006
-6.63663e-008,-2.70513e-006
-6.48142e-007,-2.76633e-006
-8.10411e-007,-3.166e-006
-1.23487e-006,-1.90248e-006
-1.47514e-006,-1.81231e-006
-1.2628e-006,-1.50688e-006
-2.01204e-006,-1.82793e-006
-7.99346e-007,-1.01179e-006
-1.99576e-006,4.08077e-007
-2.14577e-006,-4.47036e-007
-1.78825e-006,-6.21982e-007
-1.69427e-006,9.57869e-007
-2.11825e-006,1.88206e-006
-1.7273e-006,1.47598e-006
-1.43299e-006,1.60158e-006
-5.68831e-007,1.79698e-006
-1.24476e-006,2.44297e-006
-7.21197e-007,1.83385e-006
3.89422e-007,2.1135e-006
5.96046e-007,2.47359e-006
1.03626e-006,2.73256e-006
1.10911e-006,2.25619e-006
1.77381e-006,1.90583e-006
2.46187e-006,1.96879e-006
3.11886e-006,2.27594e-006
2.13906e-006,1.11206e-006
3.29675e-006,1.14462e-006
3.41966e-006,1.04844e-006
2.24641e-006,2.95453e-007
2.6226e-006,-4.17233e-007
3.46698e-006,-9.71543e-007
3.28326e-006,-1.08247e-006
3.19054e-006,-1.09049e-006
2.15696e-006,-1.89866e-006
2.82384e-006,-2.40237e-006
2.02826e-006,-1.4734e-006
1.61955e-006,-2.65338e-006
8.65683e-007,-2.66431e-006
1.02869e-006,-3.06567e-006
